title,release_year,genres,runtime,director,vote_average,vote_count,popularity,budget,revenue
Everybody's Famous!,2000,"Comedy, Drama, Music",97,Dominique Deruddere,5.4,35,3.2733,0,0
The Last Wave,1977,"Drama, Mystery, Fantasy, Horror",106,Peter Weir,6.7,204,1.9056,825000,2124250
That Obscure Object of Desire,1977,"Comedy, Drama, Romance",103,Luis Buñuel,7.431,421,1.7978,0,2864
The Toy,1982,"Comedy, Family",102,Richard Donner,5.875,220,4.7636,28000000,47118057
Funeral in Berlin,1966,Thriller,102,Guy Hamilton,6.364,151,2.0203,0,0
Don't Go in the House,1979,Horror,82,Joseph Ellison,5.703,123,2.2609,250000,0
Dressed to Kill,1980,"Thriller, Mystery, Horror",105,Brian De Palma,7.0,1060,3.0379,6500000,31899000
The Earthling,1980,"Action, Drama, Adventure",97,Peter Collinson,6.207,29,4.096,0,0
The Exterminator,1980,Action,98,James Glickenhaus,5.55,140,6.3099,0,0
The Falls,1980,Comedy,195,Peter Greenaway,7.2,36,4.8037,0,0
Fame,1980,"Drama, Music",133,Alan Parker,6.422,483,3.3036,8500000,42000000
Fatso,1980,"Comedy, Drama, Romance",93,Anne Bancroft,5.7,39,1.2853,0,7653061
The Aviator's Wife,1981,"Drama, Comedy, Romance",106,Éric Rohmer,7.2,116,2.6205,0,0
The Final Countdown,1980,"War, Action, Science Fiction",103,Don Taylor,6.609,639,2.1078,12000000,16647800
The First Deadly Sin,1980,"Crime, Drama, Mystery, Thriller",112,Brian G. Hutton,5.737,38,2.8844,0,0
Flash Gordon,1980,"Science Fiction, Adventure, Action",111,Mike Hodges,6.228,1038,2.7798,35000000,27100000
The Angry Red Planet,1959,"Adventure, Science Fiction, Horror",83,Ib Melchior,5.6,78,3.1402,190000,0
At the Earth's Core,1976,"Adventure, Fantasy, Science Fiction",90,Kevin Connor,5.0,160,1.8168,750000,3200000
Empire of the Ants,1977,"Horror, Science Fiction",89,Bert I. Gordon,4.9,123,1.4466,500000,2500000
The Enforcer,1976,"Crime, Action",96,James Fargo,6.7,932,6.7136,9000000,46236000
An Eye for an Eye,1981,"Adventure, Action, Crime",106,Steve Carver,5.146,113,1.7309,0,7680000
The Gauntlet,1977,"Drama, Action, Crime, Thriller",109,Clint Eastwood,6.547,577,3.7145,5500000,26400000
I Bury the Living,1958,"Mystery, Horror",77,Albert Band,6.1,70,3.5417,0,0
Invasion U.S.A.,1985,"Action, Thriller",107,Joseph Zito,5.72,314,0.739,12000000,17536256
Lone Wolf McQuade,1983,"Action, Crime",107,Steve Carver,6.5,382,1.5913,5000000,12232628
Lord of the Flies,1990,"Adventure, Drama, Thriller",91,Harry Hook,6.348,592,3.3446,0,13985225
Morons from Outer Space,1985,"Comedy, Science Fiction",90,Mike Hodges,4.8,44,2.1137,0,0
The People That Time Forgot,1977,"Adventure, Fantasy, Science Fiction",90,Kevin Connor,5.315,84,1.2786,450000,3000000
Ocean's Eleven,1960,"Crime, Comedy",127,Lewis Milestone,6.37,376,3.2995,0,2800000
The Sicilian,1987,"Drama, Crime, Thriller",116,Michael Cimino,5.2,140,9.857,9000000,5406879
The Stunt Man,1980,"Action, Comedy, Drama, Thriller, Romance",131,Richard Rush,6.612,153,4.6935,0,0
Sudden Impact,1983,"Thriller, Crime, Action",117,Clint Eastwood,6.548,954,3.3885,22000000,150000000
Behind Enemy Lines,2001,"Action, Drama, Thriller, War",106,John Moore,6.415,1581,2.3013,40000000,91753202
The Affair of the Necklace,2001,"Drama, History, Romance",118,Charles Shyer,5.545,89,2.6757,30000000,1198113
The Independent,2000,Comedy,95,Stephen Kessler,5.412,17,2.0441,0,238059
Porn Star: The Legend of Ron Jeremy,2001,Documentary,80,Scott J. Gill,5.781,32,0.9408,0,411897
Texas Rangers,2001,"Western, Action, Adventure, Drama, Thriller",90,Steve Miner,6.0,117,2.3923,38000000,763740
Ocean's Eleven,2001,"Thriller, Crime",116,Steven Soderbergh,7.5,12149,8.3477,85000000,450717150
Baran,2001,"Drama, Romance",90,Majid Majidi,7.5,83,1.9737,0,0
The Business of Strangers,2001,"Drama, Thriller",84,Patrick Stettner,5.5,40,5.8783,0,0
The Incredible Shrinking Man,1957,"Science Fiction, Drama, Adventure, Horror",81,Jack Arnold,7.5,532,1.9143,750000,0
No Man's Land,2001,"Action, History, War",98,Danis Tanović,7.483,472,2.2701,1012153,4858869
Piñero,2001,Drama,103,Leon Ichaso,5.864,11,0.2576,0,0
And Then There Were None,1945,"Crime, Drama, Mystery",98,René Clair,7.029,393,1.9947,0,1000000
The Blue Angel,1930,Drama,108,Josef von Sternberg,7.278,345,2.7012,0,0
Moscow on the Hudson,1984,"Comedy, Drama, Romance",115,Paul Mazursky,6.2,217,3.1777,0,25100000
The Owl and the Pussycat,1970,"Comedy, Romance",95,Herbert Ross,6.174,66,5.2195,0,0
Amélie,2001,"Comedy, Romance",122,Jean-Pierre Jeunet,7.9,12018,6.3778,10000000,173921954
Not Another Teen Movie,2001,Comedy,89,Joel Gallen,5.795,2191,5.2511,16000000,66468332
Vanilla Sky,2001,"Mystery, Romance, Science Fiction",136,Cameron Crowe,6.819,4451,4.0896,68000000,203388341
Iris,2001,"Drama, Romance",91,Richard Eyre,6.407,204,2.0375,5500000,16153953
Kandahar,2001,Drama,85,Mohsen Makhmalbaf,6.244,87,0.6842,0,0
Lantana,2001,"Crime, Drama, Mystery",121,Ray Lawrence,6.66,219,3.3277,0,15747947
The Royal Tenenbaums,2001,"Comedy, Drama",110,Wes Anderson,7.464,4789,2.8394,21000000,71441250
Bill & Ted's Bogus Journey,1991,"Adventure, Comedy, Science Fiction",93,Peter Hewitt,6.289,1297,5.2806,20000000,38040268
Clockwise,1986,Comedy,96,Christopher Morahan,6.224,203,2.1789,0,1476356
The Crawling Eye,1958,"Horror, Science Fiction",84,Quentin Lawrence,4.729,94,2.7705,0,0
The Holcroft Covenant,1985,"Action, Thriller, Drama",112,John Frankenheimer,5.494,89,1.4592,0,0
Morgan: A Suitable Case for Treatment,1966,Comedy,97,Karel Reisz,6.23,37,1.1993,0,0
Sheena,1984,"Action, Adventure, Fantasy",117,John Guillermin,5.7,155,3.4462,25000000,58000000
Silent Rage,1982,"Action, Horror, Science Fiction, Romance",103,Michael Miller,6.0,171,4.835,4500000,10500000
Spacehunter: Adventures in the Forbidden Zone,1983,"Adventure, Science Fiction",90,Lamont Johnson,5.3,131,1.477,15000000,16478265
White Water Summer,1987,"Adventure, Drama",90,Jeff Bleckner,6.2,102,1.9957,0,300859
How High,2001,Comedy,93,Jesse Dylan,6.344,1000,3.1085,12000000,31200000
Jimmy Neutron: Boy Genius,2001,"Family, Comedy, Adventure, Animation, Science Fiction",82,John A. Davis,6.1,959,4.4961,25000000,80936232
Joe Somebody,2001,"Comedy, Romance, Family, Drama",99,John Pasquin,5.7,207,3.1572,38000000,24500000
Kate & Leopold,2001,"Romance, Comedy, Fantasy",118,James Mangold,6.341,1430,3.8499,48000000,76019048
The Lord of the Rings: The Fellowship of the Ring,2001,"Adventure, Fantasy, Action",179,Peter Jackson,8.425,26599,22.7469,93000000,871368364
The Majestic,2001,"Drama, Romance",152,Frank Darabont,6.752,789,1.9799,72000000,37317673
A Beautiful Mind,2001,"Drama, Romance",135,Ron Howard,7.854,10707,7.1036,58000000,316791257
Little Otik,2001,"Comedy, Fantasy, Horror, Animation",132,Jan Švankmajer,7.0,149,2.5641,0,116710
The Convent,2000,"Horror, Action, Comedy",79,Mike Mendez,5.389,63,9.7341,0,0
The Defiant Ones,1958,"Crime, Drama, Action, Adventure, Thriller",96,Stanley Kramer,7.1,303,5.2381,0,0
Dodsworth,1936,"Drama, Romance",101,William Wyler,7.086,139,6.7101,0,0
Medium Cool,1969,Drama,111,Haskell Wexler,6.7,77,2.509,800000,5500000
Sahara,1943,"Adventure, War",97,Zoltan Korda,7.196,148,4.6506,0,2300000
Fritz the Cat,1972,"Animation, Comedy, Drama",78,Ralph Bakshi,6.162,365,3.6076,850000,90000000
The Nine Lives of Fritz the Cat,1974,"Animation, Comedy",77,Robert Taylor,5.081,80,3.3674,3500000,0
The Party,1968,Comedy,99,Blake Edwards,7.292,811,4.3874,1500000,2900000
Separate Tables,1958,"Drama, Romance",98,Delbert Mann,6.967,123,1.3982,0,0
Sex and Zen,1991,"Drama, Comedy, Romance",99,Michael Mak Tong-Kit,6.046,97,1.5834,0,2365190
Topkapi,1964,"Comedy, Crime, Adventure",119,Jules Dassin,6.475,198,3.6888,0,0
Witness for the Prosecution,1957,"Drama, Mystery, Crime",116,Billy Wilder,8.212,1575,8.4391,3000000,9000000
Ali,2001,Drama,157,Michael Mann,6.8,1804,4.3769,107000000,87812729
Black Hawk Down,2001,"Action, War, History",145,Ridley Scott,7.386,6105,8.7882,92000000,172989651
Charlotte Gray,2001,"Drama, History, Romance, War",121,Gillian Armstrong,6.124,178,1.5787,0,741394
Yentl,1983,"Music, Drama, Romance",132,Barbra Streisand,6.665,254,7.1688,12000000,30400000
Gosford Park,2001,"Drama, Mystery, Thriller",137,Robert Altman,6.8,1172,2.0633,19800000,87754044
I Am Sam,2001,Drama,132,Jessie Nelson,7.55,2395,4.1086,22000000,92542418
Monster's Ball,2001,"Drama, Romance",113,Marc Forster,6.766,1038,2.4718,4000000,44900000
The Shipping News,2001,"Drama, Romance",111,Lasse Hallström,6.385,403,0.6275,38000000,24690441
The Big Heat,1953,"Crime, Thriller",89,Fritz Lang,7.7,527,3.3848,0,0
Motorama,1991,"Comedy, Adventure",90,Barry Shils,6.492,59,4.4603,1800000,10535
Queen Bee,1955,Drama,95,Ranald MacDougall,6.4,36,3.3229,0,0
Silent Trigger,1996,"Drama, Action, Thriller",93,Russell Mulcahy,5.1,105,6.0781,15000000,76382
Murder by Death,1976,"Comedy, Crime, Mystery, Thriller",94,Robert Moore,7.176,854,2.1399,0,32511047
The Servant,1963,Drama,116,Joseph Losey,7.607,360,5.1286,0,0
The Waterdance,1992,Drama,106,Neal Jimenez,5.93,43,7.7266,0,0
Come Undone,2000,"Romance, Drama",94,Sébastien Lifshitz,6.3,79,5.6237,0,326484
Orange County,2002,"Comedy, Drama",82,Jake Kasdan,6.001,481,2.65,18000000,43300000
Brotherhood of the Wolf,2001,"Adventure, Horror, Action, History",151,Christophe Gans,6.719,1653,3.7525,29000000,70800000
Another 48 Hrs.,1990,"Thriller, Action, Comedy, Crime",95,Walter Hill,5.993,944,4.4725,38000000,153518974
What Time Is It There?,2001,"Drama, Romance",116,Tsai Ming-liang,6.95,111,2.2369,0,0
China Moon,1994,"Mystery, Thriller, Crime",99,John Bailey,6.103,141,3.8717,15000000,3038499
The Good Wife,1987,"Drama, Romance",98,Ken Cameron,4.563,16,2.385,0,1155000
Maria's Lovers,1984,"Drama, Romance",109,Andrei Konchalovsky,6.008,61,2.843,0,0
Romantic Comedy,1983,"Comedy, Romance",103,Arthur Hiller,5.0,22,5.1614,10000000,6857733
The Russia House,1990,"Drama, Thriller, Romance",118,Fred Schepisi,6.1,313,1.8508,21800000,22997992
Truly Madly Deeply,1991,"Fantasy, Drama, Comedy, Romance",106,Anthony Minghella,6.9,105,1.5168,0,0
Wuthering Heights,1970,"Drama, Romance",104,Robert Fuest,6.3,43,4.3125,800000,4500000
California Suite,1978,"Comedy, Drama, Romance",103,Herbert Ross,5.782,119,6.9336,0,42000000
The Long Gray Line,1955,"Comedy, Drama",138,John Ford,6.945,55,4.6088,0,0
The Flight of Dragons,1982,"Animation, Fantasy, Family",96,Jules Bass,6.7,108,2.9432,0,0
Dragonslayer,1981,"Fantasy, Adventure",108,Matthew Robbins,6.5,303,3.2821,18000000,14110013
Conan the Destroyer,1984,"Adventure, Fantasy, Action",103,Richard Fleischer,6.127,1573,5.588,18000000,31042035
Fire and Ice,1983,"Animation, Fantasy, Science Fiction",81,Ralph Bakshi,6.7,332,3.846,1200000,760883
Forbidden Zone,1980,"Music, Comedy, Fantasy",74,Richard Elfman,6.198,106,2.9374,100000,0
The Formula,1980,"Thriller, Mystery, Crime",117,John G. Avildsen,5.544,45,3.1829,13200000,8894289
Foxes,1980,"Drama, Thriller",106,Adrian Lyne,5.89,97,0.7165,0,4400000
Galaxina,1980,"Comedy, Science Fiction",95,William Sachs,4.0,81,4.3011,5500000,4865000
Impostor,2001,"Action, Science Fiction, Thriller",102,Gary Fleder,6.122,443,4.2823,40000000,8694320
Kung Pow: Enter the Fist,2002,"Comedy, Action",81,Steve Oedekerk,6.381,706,1.7623,10000000,17000000
Snow Dogs,2002,"Comedy, Family, Adventure",99,Brian Levant,5.6,757,5.1075,35000000,81000000
48 Hrs.,1982,"Crime, Action, Comedy",96,Walter Hill,6.682,1613,3.9845,12000000,78868508
The Farewell,2000,Drama,91,Jan Schütte,4.167,6,2.0151,0,0
Italian for Beginners,2000,"Comedy, Drama, Romance",118,Lone Scherfig,6.355,145,1.071,1000000,16350876
Time of Favor,2000,Drama,102,Joseph Cedar,6.8,8,1.3683,0,0
Blankman,1994,"Adventure, Comedy, Family, Action, Crime",96,Mike Binder,5.293,191,2.959,0,0
Brainstorm,1983,"Science Fiction, Thriller",106,Douglas Trumbull,6.2,271,2.4939,18000000,10219460
Dragon: The Bruce Lee Story,1993,"Drama, History, Action",119,Rob Cohen,6.9,772,2.204,14000000,63513743
The Enigma of Kaspar Hauser,1974,"Drama, History",109,Werner Herzog,7.4,353,0.8794,0,0
4 for Texas,1963,"Comedy, Western",124,Robert Aldrich,5.06,58,3.0976,4520000,0
Heart of Glass,1976,Drama,94,Werner Herzog,6.484,123,0.8856,0,0
Little Dieter Needs to Fly,1997,Documentary,77,Werner Herzog,7.451,91,1.8495,0,0
M*A*S*H,1970,"Comedy, Drama, War",116,Robert Altman,6.96,1100,3.3567,3500000,81600000
Mrs. Soffel,1984,"Drama, Romance",112,Gillian Armstrong,6.0,55,4.9291,11000000,4385312
Seconds,1966,"Science Fiction, Thriller, Horror",107,John Frankenheimer,7.282,401,2.3026,2500000,1750000
One-Eyed Jacks,1961,"Western, Drama",141,Marlon Brando,6.7,236,1.7791,6000000,4300000
The Count of Monte Cristo,2002,"Adventure, Drama, History, Action, Thriller",131,Kevin Reynolds,7.673,1927,7.2246,35000000,75395048
The Mothman Prophecies,2002,"Drama, Horror, Mystery",119,Mark Pellington,6.214,1195,1.8588,32000000,55305279
A Walk to Remember,2002,"Drama, Romance",101,Adam Shankman,7.756,4170,6.2267,11800000,47494916
American Adobo,2001,"Comedy, Romance",104,Laurice Guillen,4.222,9,3.2177,344,342855
Beijing Bicycle,2002,Drama,113,Wang Xiaoshuai,6.737,76,2.2105,0,0
"Hey, Happy!",2001,"Comedy, Horror, Science Fiction",75,Noam Gonick,3.438,8,0.7283,0,0
Maelström,2000,"Drama, Comedy",87,Denis Villeneuve,6.22,182,1.9211,0,0
Metropolis,2001,"Animation, Science Fiction",107,Rintaro,7.1,527,3.7447,15000000,4035384
The Son's Room,2001,Drama,99,Nanni Moretti,7.1,531,2.1768,0,0
Storytelling,2001,"Comedy, Drama",87,Todd Solondz,6.47,198,4.5395,0,1318945
Waydowntown,2002,"Comedy, Drama",84,Gary Burns,5.609,23,2.3381,555000,0
The Adventures of Huck Finn,1993,"Adventure, Drama, Family",108,Stephen Sommers,6.176,196,2.3002,6500000,24103594
Cousins,1989,"Comedy, Romance",109,Joel Schumacher,5.9,59,0.9772,13000000,22030000
Falling in Love,1984,"Drama, Romance",106,Ulu Grosbard,6.658,383,2.6699,12000000,11129057
Young at Heart,1954,"Romance, Drama, Music",117,Gordon Douglas,5.965,43,3.0901,0,0
Slackers,2002,"Comedy, Romance",86,Dewey Nicks,5.2,204,3.3229,14000000,6413915
Birthday Girl,2001,"Comedy, Crime, Thriller",93,Jez Butterworth,5.907,420,2.3909,13000000,16171098
A Rumor of Angels,2000,Drama,106,Peter O'Fallon,6.6,26,2.5215,0,0
Rare Birds,2001,"Comedy, Drama, Mystery, Romance",99,Sturla Gunnarsson,5.3,29,2.3789,5000000,0
Caged Heat,1974,"Action, Drama",83,Jonathan Demme,4.994,79,2.756,180000,0
Carmen Jones,1954,"Drama, Romance",105,Otto Preminger,6.104,91,2.093,800000,9800000
The Five Heartbeats,1991,"Drama, Music",121,Robert Townsend,7.276,68,2.6613,0,0
Get Out Your Handkerchiefs,1978,"Romance, Comedy, Drama",108,Bertrand Blier,6.566,137,2.827,0,0
Going Places,1974,"Comedy, Drama",117,Bertrand Blier,6.7,469,2.5534,0,0
Honky Tonk Freeway,1981,Comedy,107,John Schlesinger,5.2,23,1.8378,24000000,939423
The Hunchback of Notre Dame,1956,"Drama, Horror",115,Jean Delannoy,6.696,112,3.477,1000000,0
The Magnificent One,1973,"Comedy, Romance, Action, Adventure",95,Philippe de Broca,7.005,367,3.7518,0,0
Big Fat Liar,2002,"Family, Comedy, Adventure",88,Shawn Levy,5.867,860,4.8465,15000000,52970014
Collateral Damage,2002,"Action, Thriller, Drama",108,Andrew Davis,5.767,1429,4.9437,85000000,78382433
Rollerball,2002,"Action, Science Fiction, Thriller",98,John McTiernan,3.927,490,4.1016,70000000,25852764
"Scotland, PA",2001,"Comedy, Crime",104,Billy Morrissette,5.9,37,3.7596,0,0
Baby's Day Out,1994,"Comedy, Adventure, Family, Crime, Drama",99,Patrick Read Johnson,6.4,1392,6.1771,50000000,16671505
Bright Eyes,1934,"Drama, Family, Music",85,David Butler,6.7,28,4.6775,0,0
Dimples,1936,"Drama, Family",79,William A. Seiter,6.4,17,2.2387,0,0
Heidi,1937,"Drama, Family, Music",88,Allan Dwan,6.8,114,3.6335,0,0
The Man Who Loved Women,1983,"Comedy, Drama, Romance",110,Blake Edwards,4.7,44,2.415,19000000,11000000
Richard Pryor: Here and Now,1983,"Comedy, Documentary, TV Movie",94,Richard Pryor,6.5,46,0.373,0,0
Rookie of the Year,1993,"Family, Comedy",103,Daniel Stern,6.172,373,3.1218,31000000,56500758
The Sandlot,1993,"Family, Comedy",101,David Mickey Evans,7.534,1261,7.2077,7000000,34348444
Cows,1992,"Drama, Mystery, Romance, War",96,Julio Medem,6.4,64,9.3513,0,0
Don't Look Now,1973,"Thriller, Drama, Horror",110,Nicolas Roeg,6.927,1140,3.5693,1500000,0
Crossroads,2002,"Drama, Romance, Comedy",93,Tamra Davis,5.219,656,5.7351,12000000,61141030
Hart's War,2002,"Drama, War",125,Gregory Hoblit,6.384,1002,3.6869,70000000,32287044
John Q,2002,"Drama, Thriller, Crime",116,Nick Cassavetes,7.133,2514,5.0369,36000000,102244770
Return to Never Land,2002,"Adventure, Fantasy, Animation, Family",72,Robin Budd,6.474,2365,2.5406,20000000,109862682
Super Troopers,2001,"Comedy, Crime, Mystery",103,Jay Chandrasekhar,6.553,1172,4.8684,3000000,23182223
The Good Son,1993,"Drama, Thriller, Horror",87,Joseph Ruben,6.775,1003,1.9535,17000000,60613008
Last Orders,2001,"Comedy, Drama",109,Fred Schepisi,5.9,76,0.7202,0,0
After the Fox,1966,"Crime, Comedy",108,Vittorio De Sica,6.0,79,1.8711,0,0
The Bad and the Beautiful,1952,"Drama, Romance",118,Vincente Minnelli,7.3,274,2.1692,1558000,3373000
Cast a Giant Shadow,1966,"War, Drama",146,Melville Shavelson,6.2,56,1.3557,0,0
Designing Woman,1957,"Comedy, Romance",118,Vincente Minnelli,6.5,76,9.8913,0,0
Funny Lady,1975,"Comedy, Drama, Romance",136,Herbert Ross,5.2,67,2.5526,8500000,40055897
The Heartbreak Kid,1972,"Romance, Comedy",105,Elaine May,6.5,97,4.493,0,5600000
Saturday Night and Sunday Morning,1960,"Drama, Romance",90,Karel Reisz,7.0,150,3.2868,0,0
Sleuth,1972,"Thriller, Mystery, Crime",138,Joseph L. Mankiewicz,7.7,669,1.4842,3500000,5750000
Stroszek,1977,Drama,107,Werner Herzog,7.3,277,6.2967,0,0
Summer of '42,1971,"Comedy, Drama, Romance",103,Robert Mulligan,6.7,155,2.1039,0,0
A Touch of Class,1973,"Comedy, Romance",106,Melvin Frank,5.975,60,2.7614,0,18312000
Town Without Pity,1961,Drama,105,Gottfried Reinhardt,6.9,20,0.4264,0,0
Used Cars,1980,Comedy,113,Robert Zemeckis,6.4,276,1.9958,8000000,11715321
The Deadly Mantis,1957,"Horror, Science Fiction",79,Nathan Juran,4.9,75,2.2546,0,0
Dragonfly,2002,"Thriller, Fantasy, Mystery, Horror, Romance, Drama",104,Tom Shadyac,6.5,898,6.4205,60000000,52322400
Queen of the Damned,2002,"Fantasy, Horror, Romance",101,Michael Rymer,6.079,1122,5.238,35000000,45479110
Big Bad Love,2001,"Drama, Comedy",111,Arliss Howard,5.2,10,2.771,0,100420
Green Dragon,2001,Drama,115,Timothy Linh Bui,6.019,31,2.0767,0,0
How to Kill Your Neighbor's Dog,2002,"Comedy, Drama",107,Michael Kalesniko,5.868,57,4.1432,7300000,0
The Last Man,2000,Comedy,95,Harry Ralston,3.958,12,0.3037,0,0
Maryam,2002,Drama,87,Ramin Serry,8.0,1,0.2736,0,0
Mean Machine,2001,"Comedy, Drama",99,Barry Skolnick,6.246,600,6.2151,2750000,7310206
Monsoon Wedding,2001,"Comedy, Drama, Romance",114,Mira Nair,6.768,213,0.7371,1200000,30787356
Wendigo,2002,"Horror, Drama, Thriller",91,Larry Fessenden,4.7,91,2.0994,0,0
Scratch,2001,"Documentary, Music",92,Doug Pray,7.7,33,2.2835,0,289536
State Property,2002,"Crime, Action, Drama",88,Abdul Malik Abbott,6.391,46,3.6163,0,2106838
The Bad News Bears,1976,"Family, Comedy",102,Michael Ritchie,6.919,315,1.0575,9000000,42349782
The Bad News Bears Go to Japan,1978,Comedy,92,John Berry,4.7,39,3.4323,0,7092495
The Bad News Bears in Breaking Training,1977,"Comedy, Family",100,Michael Pressman,5.7,43,0.4432,0,19104350
The Firemen's Ball,1967,Comedy,73,Miloš Forman,7.053,235,3.9903,0,0
The Lone Ranger,1956,"Adventure, Western",86,Stuart Heisler,6.14,25,2.1962,0,0
The Lone Ranger and the Lost City of Gold,1958,"Action, Adventure, Western",81,Lesley Selander,6.5,17,1.8696,0,0
Loves of a Blonde,1965,"Comedy, Drama, Romance",81,Miloš Forman,6.955,179,1.8447,0,0
Vampire Hunter D: Bloodlust,2001,"Animation, Fantasy, Horror, Action, Adventure, Science Fiction",103,Yoshiaki Kawajiri,7.641,744,3.6369,0,151086
Wild Strawberries,1957,Drama,91,Ingmar Bergman,8.098,1741,4.5951,0,0
Black Like Me,1964,Drama,105,Carl Lerner,5.9,10,2.0635,0,0
Cattle Queen of Montana,1954,Western,88,Allan Dwan,5.6,26,2.2781,0,0
Under the Skin,1997,Drama,82,Carine Adler,5.943,35,1.5767,1000000,0
40 Days and 40 Nights,2002,"Comedy, Romance",94,Michael Lehmann,5.474,1165,2.4339,17000000,95146283
We Were Soldiers,2002,"Action, History, War",138,Randall Wallace,7.141,2172,3.7842,75000000,114660784
Trouble Every Day,2001,"Drama, Horror, Romance",101,Claire Denis,5.768,218,4.0842,0,9200
The Arena,1974,"Action, Adventure",82,Steve Carver,5.298,47,0.9692,0,0
The Big Bird Cage,1972,"Action, Crime, Drama",96,Jack Hill,5.555,82,3.8979,0,0
The Big Doll House,1971,"Action, Drama",95,Jack Hill,5.583,78,6.2058,125000,10000000
The Church,1989,Horror,102,Michele Soavi,6.056,243,0.9771,3500000,0
Cross Creek,1983,"Drama, Romance",127,Martin Ritt,6.6,25,2.7406,8000000,0
FernGully: The Last Rainforest,1992,"Family, Fantasy, Animation, Adventure",76,Bill Kroyer,6.379,610,3.5793,24000000,32710894
Night of the Zombies,1980,"Horror, Science Fiction",101,Bruno Mattei,5.3,148,5.5118,0,0
Intersection,1994,"Drama, Romance",98,Mark Rydell,5.067,170,6.7009,45000000,21355893
"Jo Jo Dancer, Your Life Is Calling",1986,"Drama, Comedy, Fantasy",97,Richard Pryor,6.333,33,1.3117,20000000,18034150
